



PKey	OrderDate	Customer Key	Sales Territory Region	Sales Order Number	Sales Order Line Number	Order Quantity	Unit Price	Freight
599	2021-09-23	15763	Northwest	SO54920	1	1	539.99	13.4998
535	2021-09-23	15763	Northwest	SO54920	2	1	24.99	0.6248
528	2021-09-23	15763	Northwest	SO54920	3	1	4.99	0.1248
214	2021-09-23	15763	Northwest	SO54920	4	1	34.99	0.8748
587	2021-09-23	13906	Northwest	SO54921	1	1	769.49	19.2373
475	2021-09-23	13906	Northwest	SO54921	2	1	69.99	1.7498
589	2021-09-23	13986	Southwest	SO54922	1	1	769.49	19.2373
475	2021-09-23	13986	Southwest	SO54922	2	1	69.99	1.7498
490	2021-09-23	13986	Southwest	SO54922	3	1	53.99	1.3498
569	2021-09-23	28844	Southwest	SO54926	1	1	742.35	18.5588
479	2021-09-23	28844	Southwest	SO54926	2	1	8.99	0.2248
484	2021-09-23	28844	Southwest	SO54926	3	1	7.95	0.1988
386	2021-09-23	19680	Northwest	SO54930	1	1	1120.49	28.0123
234	2021-09-23	19680	Northwest	SO54930	2	1	49.99	1.2498
214	2021-09-24	11836	Northwest	SO54942	1	1	34.99	0.8748
539	2021-09-24	28979	Northwest	SO54943	1	1	24.99	0.6248
482	2021-09-24	28979	Northwest	SO54943	2	1	8.99	0.2248
529	2021-09-24	28979	Northwest	SO54943	3	1	3.99	0.0998
529	2021-09-24	29127	Southwest	SO54944	1	1	3.99	0.0998
539	2021-09-24	29127	Southwest	SO54944	2	1	24.99	0.6248
541	2021-09-24	27530	Southwest	SO54945	1	1	28.99	0.7248
530	2021-09-24	27530	Southwest	SO54945	2	1	4.99	0.1248
477	2021-09-24	27530	Southwest	SO54945	3	1	4.99	0.1248
479	2021-09-24	27530	Southwest	SO54945	4	1	8.99	0.2248
528	2021-09-24	22741	Northwest	SO54946	1	1	4.99	0.1248
536	2021-09-24	22741	Northwest	SO54946	2	1	29.99	0.7498
529	2021-09-24	23804	Northwest	SO54947	1	1	3.99	0.0998
540	2021-09-24	23804	Northwest	SO54947	2	1	32.6	0.815
217	2021-09-24	23804	Northwest	SO54947	3	1	34.99	0.8748
474	2021-09-24	18522	Southwest	SO54948	1	1	69.99	1.7498
475	2021-09-24	18681	Southwest	SO54949	1	1	69.99	1.7498
485	2021-09-24	13868	Northwest	SO54951	1	1	21.98	0.5495
482	2021-09-24	13868	Northwest	SO54951	2	1	8.99	0.2248
537	2021-09-24	11322	Northwest	SO54961	1	1	35	0.875
528	2021-09-24	11322	Northwest	SO54961	2	1	4.99	0.1248
480	2021-09-24	11322	Northwest	SO54961	3	1	2.29	0.0573
581	2021-09-24	16920	Southwest	SO54964	1	1	1700.99	42.5248
378	2021-09-24	20302	Southwest	SO54966	1	1	2443.35	61.0838
484	2021-09-24	20302	Southwest	SO54966	2	1	7.95	0.1988
378	2021-09-24	20303	Southwest	SO54967	1	1	2443.35	61.0838
479	2021-09-24	20303	Southwest	SO54967	2	1	8.99	0.2248
477	2021-09-24	20303	Southwest	SO54967	3	1	4.99	0.1248
487	2021-09-24	20303	Southwest	SO54967	4	1	54.99	1.3748
363	2021-09-24	11537	Southwest	SO54968	1	1	2294.99	57.3748
561	2021-09-24	24779	Northwest	SO54973	1	1	2384.07	59.6018
222	2021-09-24	24779	Northwest	SO54973	2	1	34.99	0.8748
480	2021-09-25	11209	Southwest	SO54987	1	1	2.29	0.0573
480	2021-09-25	11305	Southwest	SO54988	1	1	2.29	0.0573
538	2021-09-25	28057	Northwest	SO54989	1	1	21.49	0.5373
540	2021-09-25	25261	Southwest	SO54990	1	1	32.6	0.815
529	2021-09-25	25261	Southwest	SO54990	2	1	3.99	0.0998
222	2021-09-25	25261	Southwest	SO54990	3	1	34.99	0.8748
536	2021-09-25	23023	Northwest	SO54991	1	1	29.99	0.7498
480	2021-09-25	23023	Northwest	SO54991	2	1	2.29	0.0573
529	2021-09-25	23787	Southwest	SO54992	1	1	3.99	0.0998
540	2021-09-25	23787	Southwest	SO54992	2	1	32.6	0.815
214	2021-09-25	23787	Southwest	SO54992	3	1	34.99	0.8748
536	2021-09-25	22767	Northwest	SO54993	1	1	29.99	0.7498
528	2021-09-25	22767	Northwest	SO54993	2	1	4.99	0.1248
217	2021-09-25	22767	Northwest	SO54993	3	1	34.99	0.8748
536	2021-09-25	23555	Northwest	SO54994	1	1	29.99	0.7498
528	2021-09-25	23555	Northwest	SO54994	2	1	4.99	0.1248
478	2021-09-25	21358	Southwest	SO54995	1	1	9.99	0.2498
477	2021-09-25	18423	Southwest	SO54998	1	1	4.99	0.1248
477	2021-09-25	18349	Southwest	SO55000	1	1	4.99	0.1248
214	2021-09-25	18349	Southwest	SO55000	2	1	34.99	0.8748
528	2021-09-25	11960	Northwest	SO55012	1	1	4.99	0.1248
537	2021-09-25	11960	Northwest	SO55012	2	1	35	0.875
485	2021-09-25	13031	Southwest	SO55013	1	1	21.98	0.5495
528	2021-09-25	12439	Northwest	SO55014	1	1	4.99	0.1248
537	2021-09-25	12439	Northwest	SO55014	2	1	35	0.875
217	2021-09-25	12439	Northwest	SO55014	3	1	34.99	0.8748
237	2021-09-25	12439	Northwest	SO55014	4	1	49.99	1.2498
593	2021-09-25	19024	Northwest	SO55015	1	1	564.99	14.1248
478	2021-09-25	19024	Northwest	SO55015	2	1	9.99	0.2498
477	2021-09-25	19024	Northwest	SO55015	3	1	4.99	0.1248
483	2021-09-25	19024	Northwest	SO55015	4	1	120	3
597	2021-09-25	19013	Southwest	SO55016	1	1	539.99	13.4998
485	2021-09-25	19013	Southwest	SO55016	2	1	21.98	0.5495
463	2021-09-25	19013	Southwest	SO55016	3	1	24.49	0.6123
231	2021-09-25	19013	Southwest	SO55016	4	1	49.99	1.2498
355	2021-09-25	11539	Southwest	SO55018	1	1	2319.99	57.9998
537	2021-09-25	11539	Southwest	SO55018	2	1	35	0.875
528	2021-09-25	11539	Southwest	SO55018	3	1	4.99	0.1248
222	2021-09-25	11539	Southwest	SO55018	4	1	34.99	0.8748
465	2021-09-25	11539	Southwest	SO55018	5	1	24.49	0.6123
355	2021-09-25	12162	Southwest	SO55019	1	1	2319.99	57.9998
478	2021-09-25	12162	Southwest	SO55019	2	1	9.99	0.2498
477	2021-09-25	12162	Southwest	SO55019	3	1	4.99	0.1248
355	2021-09-25	12082	Southwest	SO55020	1	1	2319.99	57.9998
478	2021-09-25	12082	Southwest	SO55020	2	1	9.99	0.2498
477	2021-09-25	12082	Southwest	SO55020	3	1	4.99	0.1248
479	2021-09-26	12776	Northwest	SO55034	1	1	8.99	0.2248
477	2021-09-26	12776	Northwest	SO55034	2	1	4.99	0.1248
222	2021-09-26	12776	Northwest	SO55034	3	1	34.99	0.8748
529	2021-09-26	27223	Northwest	SO55043	1	1	3.99	0.0998
480	2021-09-26	27223	Northwest	SO55043	2	1	2.29	0.0573
536	2021-09-26	23465	Northwest	SO55048	1	1	29.99	0.7498
528	2021-09-26	23465	Northwest	SO55048	2	1	4.99	0.1248
536	2021-09-26	22227	Southwest	SO55050	1	1	29.99	0.7498
528	2021-09-26	22227	Southwest	SO55050	2	1	4.99	0.1248
536	2021-09-26	23380	Southwest	SO55051	1	1	29.99	0.7498
528	2021-09-26	23380	Southwest	SO55051	2	1	4.99	0.1248
217	2021-09-26	23380	Southwest	SO55051	3	1	34.99	0.8748
536	2021-09-26	22185	Southwest	SO55052	1	1	29.99	0.7498
482	2021-09-26	22185	Southwest	SO55052	2	1	8.99	0.2248
478	2021-09-26	21298	Northwest	SO55053	1	1	9.99	0.2498
477	2021-09-26	21298	Northwest	SO55053	2	1	4.99	0.1248
491	2021-09-26	21298	Northwest	SO55053	3	1	53.99	1.3498
465	2021-09-26	21298	Northwest	SO55053	4	1	24.49	0.6123
478	2021-09-26	20512	Southwest	SO55054	1	1	9.99	0.2498
474	2021-09-26	20117	Northwest	SO55055	1	1	69.99	1.7498
225	2021-09-26	20117	Northwest	SO55055	2	1	8.99	0.2248
477	2021-09-26	18063	Southwest	SO55056	1	1	4.99	0.1248
237	2021-09-26	18063	Southwest	SO55056	2	1	49.99	1.2498
477	2021-09-26	18105	Northwest	SO55057	1	1	4.99	0.1248
217	2021-09-26	18105	Northwest	SO55057	2	1	34.99	0.8748
528	2021-09-26	15156	Southwest	SO55058	1	1	4.99	0.1248
483	2021-09-26	15156	Southwest	SO55058	2	1	120	3
580	2021-09-26	16898	Southwest	SO55075	1	1	1700.99	42.5248
234	2021-09-26	16898	Southwest	SO55075	2	1	49.99	1.2498
589	2021-09-26	13990	Northwest	SO55076	1	1	769.49	19.2373
474	2021-09-26	13990	Northwest	SO55076	2	1	69.99	1.7498
488	2021-09-26	13990	Northwest	SO55076	3	1	53.99	1.3498
363	2021-09-26	12155	Northwest	SO55077	1	1	2294.99	57.3748
485	2021-09-26	12155	Northwest	SO55077	2	1	21.98	0.5495
222	2021-09-26	12155	Northwest	SO55077	3	1	34.99	0.8748
560	2021-09-26	25281	Northwest	SO55086	1	1	1214.85	30.3713
214	2021-09-26	25281	Northwest	SO55086	2	1	34.99	0.8748
563	2021-09-26	24670	Southwest	SO55087	1	1	2384.07	59.6018
214	2021-09-26	24670	Southwest	SO55087	2	1	34.99	0.8748
604	2021-09-26	22336	Southwest	SO55088	1	1	539.99	13.4998
538	2021-09-26	22336	Southwest	SO55088	2	1	21.49	0.5373
529	2021-09-26	22336	Southwest	SO55088	3	1	3.99	0.0998
217	2021-09-26	22336	Southwest	SO55088	4	1	34.99	0.8748
390	2021-09-26	19671	Southwest	SO55089	1	1	1120.49	28.0123
234	2021-09-26	19671	Southwest	SO55089	2	1	49.99	1.2498
234	2021-09-27	11858	Southwest	SO55094	1	1	49.99	1.2498
541	2021-09-27	27387	Northwest	SO55100	1	1	28.99	0.7248
530	2021-09-27	27387	Northwest	SO55100	2	1	4.99	0.1248
530	2021-09-27	28005	Southwest	SO55103	1	1	4.99	0.1248
480	2021-09-27	28005	Southwest	SO55103	2	1	2.29	0.0573
528	2021-09-27	22142	Southwest	SO55108	1	1	4.99	0.1248
536	2021-09-27	22142	Southwest	SO55108	2	1	29.99	0.7498
485	2021-09-27	22142	Southwest	SO55108	3	1	21.98	0.5495
478	2021-09-27	22142	Southwest	SO55108	4	1	9.99	0.2498
477	2021-09-27	22142	Southwest	SO55108	5	1	4.99	0.1248
474	2021-09-27	18807	Southwest	SO55110	1	1	69.99	1.7498
228	2021-09-27	18807	Southwest	SO55110	2	1	49.99	1.2498
475	2021-09-27	18836	Northwest	SO55112	1	1	69.99	1.7498
225	2021-09-27	18836	Northwest	SO55112	2	1	8.99	0.2248
234	2021-09-27	18836	Northwest	SO55112	3	1	49.99	1.2498
477	2021-09-27	17161	Northwest	SO55113	1	1	4.99	0.1248
487	2021-09-27	17161	Northwest	SO55113	2	1	54.99	1.3748
528	2021-09-27	18321	Northwest	SO55114	1	1	4.99	0.1248
484	2021-09-27	18321	Northwest	SO55114	2	1	7.95	0.1988
485	2021-09-27	13432	Northwest	SO55124	1	1	21.98	0.5495
217	2021-09-27	13432	Northwest	SO55124	2	1	34.99	0.8748
485	2021-09-27	13296	Southwest	SO55125	1	1	21.98	0.5495
597	2021-09-27	15827	Northwest	SO55128	1	1	539.99	13.4998
485	2021-09-27	15827	Northwest	SO55128	2	1	21.98	0.5495
478	2021-09-27	15827	Northwest	SO55128	3	1	9.99	0.2498
477	2021-09-27	15827	Northwest	SO55128	4	1	4.99	0.1248
237	2021-09-27	15827	Northwest	SO55128	5	1	49.99	1.2498
482	2021-09-27	15827	Northwest	SO55128	6	1	8.99	0.2248
378	2021-09-27	20339	Southwest	SO55130	1	1	2443.35	61.0838
214	2021-09-27	20339	Southwest	SO55130	2	1	34.99	0.8748
228	2021-09-27	20339	Southwest	SO55130	3	1	49.99	1.2498
589	2021-09-27	18923	Northwest	SO55131	1	1	769.49	19.2373
222	2021-09-27	18923	Northwest	SO55131	2	1	34.99	0.8748
561	2021-09-27	24673	Southwest	SO55135	1	1	2384.07	59.6018
214	2021-09-27	24673	Southwest	SO55135	2	1	34.99	0.8748
481	2021-09-27	24673	Southwest	SO55135	3	1	8.99	0.2248
584	2021-09-27	22374	Northwest	SO55136	1	1	539.99	13.4998
538	2021-09-27	22374	Northwest	SO55136	2	1	21.49	0.5373
529	2021-09-27	22374	Northwest	SO55136	3	1	3.99	0.0998
222	2021-09-27	22374	Northwest	SO55136	4	1	34.99	0.8748
483	2021-09-28	13170	Southwest	SO55143	1	1	120	3
539	2021-09-28	29241	Northwest	SO55147	1	1	24.99	0.6248
480	2021-09-28	11213	Northwest	SO55148	1	1	2.29	0.0573
538	2021-09-28	27654	Southwest	SO55149	1	1	21.49	0.5373
538	2021-09-28	27479	Southwest	SO55150	1	1	21.49	0.5373
480	2021-09-28	27479	Southwest	SO55150	2	1	2.29	0.0573
535	2021-09-28	25953	Southwest	SO55152	1	1	24.99	0.6248
217	2021-09-28	25953	Southwest	SO55152	2	1	34.99	0.8748
529	2021-09-28	24742	Southwest	SO55155	1	1	3.99	0.0998
540	2021-09-28	24742	Southwest	SO55155	2	1	32.6	0.815
540	2021-09-28	24423	Southwest	SO55156	1	1	32.6	0.815
475	2021-09-28	19896	Northwest	SO55159	1	1	69.99	1.7498
225	2021-09-28	20014	Southwest	SO55160	1	1	8.99	0.2248
475	2021-09-28	20014	Southwest	SO55160	2	1	69.99	1.7498
528	2021-09-28	16115	Southwest	SO55161	1	1	4.99	0.1248
480	2021-09-28	16115	Southwest	SO55161	2	1	2.29	0.0573
477	2021-09-28	18327	Southwest	SO55162	1	1	4.99	0.1248
482	2021-09-28	18327	Southwest	SO55162	2	1	8.99	0.2248
485	2021-09-28	13183	Northwest	SO55172	1	1	21.98	0.5495
490	2021-09-28	13183	Northwest	SO55172	2	1	53.99	1.3498
587	2021-09-28	13979	Northwest	SO55173	1	1	769.49	19.2373
475	2021-09-28	13979	Northwest	SO55173	2	1	69.99	1.7498
605	2021-09-28	16340	Southwest	SO55177	1	1	539.99	13.4998
477	2021-09-28	16340	Southwest	SO55177	2	1	4.99	0.1248
479	2021-09-28	16340	Southwest	SO55177	3	1	8.99	0.2248
487	2021-09-28	16340	Southwest	SO55177	4	1	54.99	1.3748
471	2021-09-29	11153	Northwest	SO55189	1	1	63.5	1.5875
529	2021-09-29	11153	Northwest	SO55189	2	1	3.99	0.0998
529	2021-09-29	11177	Southwest	SO55191	1	1	3.99	0.0998
480	2021-09-29	11177	Southwest	SO55191	2	1	2.29	0.0573
539	2021-09-29	28991	Northwest	SO55192	1	1	24.99	0.6248
529	2021-09-29	28991	Northwest	SO55192	2	1	3.99	0.0998
222	2021-09-29	28991	Northwest	SO55192	3	1	34.99	0.8748
477	2021-09-29	20513	Northwest	SO55196	1	1	4.99	0.1248
478	2021-09-29	20513	Northwest	SO55196	2	1	9.99	0.2498
467	2021-09-29	20513	Northwest	SO55196	3	1	24.49	0.6123
214	2021-09-29	20513	Northwest	SO55196	4	1	34.99	0.8748
225	2021-09-29	19881	Southwest	SO55198	1	1	8.99	0.2248
476	2021-09-29	19881	Southwest	SO55198	2	1	69.99	1.7498
478	2021-09-29	20766	Southwest	SO55199	1	1	9.99	0.2498
477	2021-09-29	20766	Southwest	SO55199	2	1	4.99	0.1248
478	2021-09-29	20520	Northwest	SO55200	1	1	9.99	0.2498
477	2021-09-29	20520	Northwest	SO55200	2	1	4.99	0.1248
477	2021-09-29	18574	Southwest	SO55201	1	1	4.99	0.1248
217	2021-09-29	18574	Southwest	SO55201	2	1	34.99	0.8748
528	2021-09-29	15871	Northwest	SO55203	1	1	4.99	0.1248
217	2021-09-29	15871	Northwest	SO55203	2	1	34.99	0.8748
537	2021-09-29	11153	Northwest	SO55215	1	1	35	0.875
528	2021-09-29	11153	Northwest	SO55215	2	1	4.99	0.1248
480	2021-09-29	11153	Northwest	SO55215	3	1	2.29	0.0573
537	2021-09-29	12185	Northwest	SO55216	1	1	35	0.875
528	2021-09-29	12185	Northwest	SO55216	2	1	4.99	0.1248
480	2021-09-29	12185	Northwest	SO55216	3	1	2.29	0.0573
537	2021-09-29	11890	Southwest	SO55217	1	1	35	0.875
528	2021-09-29	11890	Southwest	SO55217	2	1	4.99	0.1248
485	2021-09-29	11890	Southwest	SO55217	3	1	21.98	0.5495
481	2021-09-29	11890	Southwest	SO55217	4	1	8.99	0.2248
485	2021-09-29	12951	Northwest	SO55218	1	1	21.98	0.5495
225	2021-09-29	12951	Northwest	SO55218	2	1	8.99	0.2248
374	2021-09-29	20324	Southwest	SO55219	1	1	2443.35	61.0838
529	2021-09-29	20324	Southwest	SO55219	2	1	3.99	0.0998
540	2021-09-29	20324	Southwest	SO55219	3	1	32.6	0.815
472	2021-09-29	20324	Southwest	SO55219	4	1	63.5	1.5875
605	2021-09-29	21653	Southwest	SO55229	1	1	539.99	13.4998
479	2021-09-29	21653	Southwest	SO55229	2	1	8.99	0.2248
477	2021-09-29	21653	Southwest	SO55229	3	1	4.99	0.1248
217	2021-09-29	21653	Southwest	SO55229	4	1	34.99	0.8748
605	2021-09-29	21791	Southwest	SO55230	1	1	539.99	13.4998
217	2021-09-29	21791	Southwest	SO55230	2	1	34.99	0.8748
386	2021-09-29	19716	Southwest	SO55231	1	1	1120.49	28.0123
217	2021-09-29	19716	Southwest	SO55231	2	1	34.99	0.8748
538	2021-09-30	28054	Southwest	SO55343	1	1	21.49	0.5373
529	2021-09-30	28054	Southwest	SO55343	2	1	3.99	0.0998
535	2021-09-30	25005	Northwest	SO55344	1	1	24.99	0.6248
528	2021-09-30	25005	Northwest	SO55344	2	1	4.99	0.1248
217	2021-09-30	25005	Northwest	SO55344	3	1	34.99	0.8748
529	2021-09-30	24944	Southwest	SO55345	1	1	3.99	0.0998
540	2021-09-30	24944	Southwest	SO55345	2	1	32.6	0.815
217	2021-09-30	24944	Southwest	SO55345	3	1	34.99	0.8748
488	2021-09-30	24944	Southwest	SO55345	4	1	53.99	1.3498
535	2021-09-30	26688	Northwest	SO55346	1	1	24.99	0.6248
528	2021-09-30	26688	Northwest	SO55346	2	1	4.99	0.1248
217	2021-09-30	26688	Northwest	SO55346	3	1	34.99	0.8748
540	2021-09-30	25065	Northwest	SO55347	1	1	32.6	0.815
529	2021-09-30	25065	Northwest	SO55347	2	1	3.99	0.0998
214	2021-09-30	25065	Northwest	SO55347	3	1	34.99	0.8748
478	2021-09-30	21307	Southwest	SO55348	1	1	9.99	0.2498
477	2021-09-30	21307	Southwest	SO55348	2	1	4.99	0.1248
225	2021-09-30	21307	Southwest	SO55348	3	1	8.99	0.2248
476	2021-09-30	19880	Southwest	SO55349	1	1	69.99	1.7498
477	2021-09-30	17693	Northwest	SO55351	1	1	4.99	0.1248
225	2021-09-30	17693	Northwest	SO55351	2	1	8.99	0.2248
528	2021-09-30	15307	Southwest	SO55352	1	1	4.99	0.1248
222	2021-09-30	15307	Southwest	SO55352	2	1	34.99	0.8748
485	2021-09-30	12896	Northwest	SO55368	1	1	21.98	0.5495
478	2021-09-30	12896	Northwest	SO55368	2	1	9.99	0.2498
477	2021-09-30	12896	Northwest	SO55368	3	1	4.99	0.1248
484	2021-09-30	12896	Northwest	SO55368	4	1	7.95	0.1988
537	2021-09-30	12433	Southwest	SO55369	1	1	35	0.875
528	2021-09-30	12433	Southwest	SO55369	2	1	4.99	0.1248
217	2021-09-30	12433	Southwest	SO55369	3	1	34.99	0.8748
568	2021-09-30	28846	Southwest	SO55373	1	1	742.35	18.5588
577	2021-09-30	25384	Southwest	SO55375	1	1	1214.85	30.3713
217	2021-09-30	25384	Southwest	SO55375	2	1	34.99	0.8748
560	2021-09-30	25382	Southwest	SO55376	1	1	1214.85	30.3713
530	2021-09-30	25382	Southwest	SO55376	2	1	4.99	0.1248
541	2021-09-30	25382	Southwest	SO55376	3	1	28.99	0.7248
214	2021-09-30	25382	Southwest	SO55376	4	1	34.99	0.8748
604	2021-09-30	22885	Northwest	SO55377	1	1	539.99	13.4998
479	2021-09-30	22885	Northwest	SO55377	2	1	8.99	0.2248
529	2021-09-30	11255	Northwest	SO55400	1	1	3.99	0.0998
214	2021-09-30	11255	Northwest	SO55400	2	1	34.99	0.8748
529	2021-09-30	26792	Southwest	SO55402	1	1	3.99	0.0998
538	2021-09-30	26792	Southwest	SO55402	2	1	21.49	0.5373
486	2021-09-30	26792	Southwest	SO55402	3	1	159	3.975
535	2021-09-30	26054	Northwest	SO55403	1	1	24.99	0.6248
540	2021-09-30	24933	Southwest	SO55404	1	1	32.6	0.815
540	2021-09-30	24395	Southwest	SO55406	1	1	32.6	0.815
529	2021-09-30	24395	Southwest	SO55406	2	1	3.99	0.0998
535	2021-09-30	26102	Northwest	SO55407	1	1	24.99	0.6248
480	2021-09-30	26102	Northwest	SO55407	2	1	2.29	0.0573
483	2021-09-30	26102	Northwest	SO55407	3	1	120	3
536	2021-09-30	23678	Southwest	SO55408	1	1	29.99	0.7498
536	2021-09-30	23862	Southwest	SO55409	1	1	29.99	0.7498
528	2021-09-30	23862	Southwest	SO55409	2	1	4.99	0.1248
222	2021-09-30	23862	Southwest	SO55409	3	1	34.99	0.8748
536	2021-09-30	22035	Southwest	SO55410	1	1	29.99	0.7498
528	2021-09-30	22035	Southwest	SO55410	2	1	4.99	0.1248
214	2021-09-30	22035	Southwest	SO55410	3	1	34.99	0.8748
478	2021-09-30	22034	Southwest	SO55411	1	1	9.99	0.2498
477	2021-09-30	22034	Southwest	SO55411	2	1	4.99	0.1248
478	2021-09-30	21775	Southwest	SO55412	1	1	9.99	0.2498
477	2021-09-30	21775	Southwest	SO55412	2	1	4.99	0.1248
487	2021-09-30	21775	Southwest	SO55412	3	1	54.99	1.3748
477	2021-09-30	16992	Southwest	SO55414	1	1	4.99	0.1248
528	2021-09-30	16214	Northwest	SO55415	1	1	4.99	0.1248
480	2021-09-30	16214	Northwest	SO55415	2	1	2.29	0.0573
484	2021-09-30	16214	Northwest	SO55415	3	1	7.95	0.1988
528	2021-09-30	14469	Northwest	SO55416	1	1	4.99	0.1248
222	2021-09-30	14469	Northwest	SO55416	2	1	34.99	0.8748
465	2021-09-30	14469	Northwest	SO55416	3	1	24.49	0.6123
485	2021-09-30	13373	Southwest	SO55417	1	1	21.98	0.5495
478	2021-09-30	13373	Southwest	SO55417	2	1	9.99	0.2498
477	2021-09-30	13373	Southwest	SO55417	3	1	4.99	0.1248
217	2021-09-30	13373	Southwest	SO55417	4	1	34.99	0.8748
537	2021-09-30	11226	Northwest	SO55430	1	1	35	0.875
537	2021-09-30	11771	Northwest	SO55432	1	1	35	0.875
372	2021-09-30	20340	Southwest	SO55437	1	1	2443.35	61.0838
583	2021-09-30	16976	Southwest	SO55438	1	1	1700.99	42.5248
217	2021-09-30	16976	Southwest	SO55438	2	1	34.99	0.8748
237	2021-09-30	16976	Southwest	SO55438	3	1	49.99	1.2498
587	2021-09-30	14017	Southwest	SO55439	1	1	769.49	19.2373
476	2021-09-30	14017	Southwest	SO55439	2	1	69.99	1.7498
225	2021-09-30	14017	Southwest	SO55439	3	1	8.99	0.2248
359	2021-09-30	11628	Southwest	SO55441	1	1	2294.99	57.3748
480	2021-09-30	11628	Southwest	SO55441	2	1	2.29	0.0573
357	2021-09-30	12364	Northwest	SO55442	1	1	2319.99	57.9998
604	2021-09-30	22072	Southwest	SO55450	1	1	539.99	13.4998
479	2021-09-30	22072	Southwest	SO55450	2	1	8.99	0.2248
477	2021-09-30	22072	Southwest	SO55450	3	1	4.99	0.1248
472	2021-09-30	22072	Southwest	SO55450	4	1	63.5	1.5875
479	2021-10-01	12365	Northwest	SO55455	1	1	8.99	0.2248
477	2021-10-01	12365	Northwest	SO55455	2	1	4.99	0.1248
529	2021-10-01	29052	Southwest	SO55464	1	1	3.99	0.0998
222	2021-10-01	29052	Southwest	SO55464	2	1	34.99	0.8748
529	2021-10-01	29232	Northwest	SO55465	1	1	3.99	0.0998
539	2021-10-01	29232	Northwest	SO55465	2	1	24.99	0.6248
465	2021-10-01	29232	Northwest	SO55465	3	1	24.49	0.6123
483	2021-10-01	29232	Northwest	SO55465	4	1	120	3
530	2021-10-01	28090	Southwest	SO55466	1	1	4.99	0.1248
222	2021-10-01	28090	Southwest	SO55466	2	1	34.99	0.8748
530	2021-10-01	28002	Northwest	SO55467	1	1	4.99	0.1248
217	2021-10-01	28002	Northwest	SO55467	2	1	34.99	0.8748
535	2021-10-01	25206	Southwest	SO55468	1	1	24.99	0.6248
541	2021-10-01	26259	Northwest	SO55469	1	1	28.99	0.7248
530	2021-10-01	26259	Northwest	SO55469	2	1	4.99	0.1248
222	2021-10-01	26259	Northwest	SO55469	3	1	34.99	0.8748
536	2021-10-01	23198	Northwest	SO55470	1	1	29.99	0.7498
528	2021-10-01	23198	Northwest	SO55470	2	1	4.99	0.1248
478	2021-10-01	21802	Southwest	SO55471	1	1	9.99	0.2498
477	2021-10-01	21802	Southwest	SO55471	2	1	4.99	0.1248
488	2021-10-01	21802	Southwest	SO55471	3	1	53.99	1.3498
225	2021-10-01	21802	Southwest	SO55471	4	1	8.99	0.2248
478	2021-10-01	20705	Southwest	SO55472	1	1	9.99	0.2498
217	2021-10-01	20705	Southwest	SO55472	2	1	34.99	0.8748
465	2021-10-01	20705	Southwest	SO55472	3	1	24.49	0.6123
474	2021-10-01	18809	Northwest	SO55473	1	1	69.99	1.7498
237	2021-10-01	18809	Northwest	SO55473	2	1	49.99	1.2498
528	2021-10-01	14654	Northwest	SO55475	1	1	4.99	0.1248
480	2021-10-01	14654	Northwest	SO55475	2	1	2.29	0.0573
537	2021-10-01	12065	Northwest	SO55487	1	1	35	0.875
528	2021-10-01	12065	Northwest	SO55487	2	1	4.99	0.1248
480	2021-10-01	12065	Northwest	SO55487	3	1	2.29	0.0573
537	2021-10-01	11725	Northwest	SO55488	1	1	35	0.875
528	2021-10-01	11725	Northwest	SO55488	2	1	4.99	0.1248
485	2021-10-01	11725	Northwest	SO55488	3	1	21.98	0.5495
484	2021-10-01	11725	Northwest	SO55488	4	1	7.95	0.1988
588	2021-10-01	14104	Southwest	SO55490	1	1	769.49	19.2373
474	2021-10-01	14104	Southwest	SO55490	2	1	69.99	1.7498
228	2021-10-01	14104	Southwest	SO55490	3	1	49.99	1.2498
355	2021-10-01	13220	Southwest	SO55491	1	1	2319.99	57.9998
485	2021-10-01	13220	Southwest	SO55491	2	1	21.98	0.5495
486	2021-10-01	13220	Southwest	SO55491	3	1	159	3.975
604	2021-10-01	22896	Northwest	SO55500	1	1	539.99	13.4998
538	2021-10-01	22896	Northwest	SO55500	2	1	21.49	0.5373
529	2021-10-01	22896	Northwest	SO55500	3	1	3.99	0.0998
217	2021-10-01	22896	Northwest	SO55500	4	1	34.99	0.8748
584	2021-10-01	22066	Southwest	SO55501	1	1	539.99	13.4998
388	2021-10-01	19999	Southwest	SO55502	1	1	1120.49	28.0123
539	2021-10-01	19999	Southwest	SO55502	2	1	24.99	0.6248
480	2021-10-01	19999	Southwest	SO55502	3	1	2.29	0.0573
529	2021-10-02	27224	Northwest	SO55514	1	1	3.99	0.0998
480	2021-10-02	27224	Northwest	SO55514	2	1	2.29	0.0573
529	2021-10-02	29075	Northwest	SO55515	1	1	3.99	0.0998
472	2021-10-02	29075	Northwest	SO55515	2	1	63.5	1.5875
529	2021-10-02	28796	Southwest	SO55516	1	1	3.99	0.0998
539	2021-10-02	28796	Southwest	SO55516	2	1	24.99	0.6248
217	2021-10-02	28796	Southwest	SO55516	3	1	34.99	0.8748
530	2021-10-02	28266	Northwest	SO55517	1	1	4.99	0.1248
535	2021-10-02	26349	Northwest	SO55518	1	1	24.99	0.6248
480	2021-10-02	26349	Northwest	SO55518	2	1	2.29	0.0573
540	2021-10-02	24737	Northwest	SO55520	1	1	32.6	0.815
